dsire_id,match_reason,scout_relevant,state,category,program_type,implementing_sector,name,administrator,technologies,incentive_amounts,summary,details,website_url,last_updated,created_ts
3036,updated,True,NC,Financial Incentive,Property Tax Incentive,State,Property Tax Abatement for Solar Electric Systems,N.C. Department of Revenue,,,"<p>
	In August 2008, North Carolina enacted legislation that exempts 80% of the appraised value of a &quot;solar energy electric system&quot; (also known as a photovoltaic, or PV, system) from property tax. For the purposes of this assessment, the term &quot;solar energy electric system&quot; means &quot;all equipment used directly and exclusively for the conversion of solar energy to electricity.&quot; This incentive is effective for taxable years beginning on or after July 1, 2008.</p>
<p>
	A Memorandum sent to County Commissioners in February 2011 clarified that residential PV systems that are not used to generate income or in connection with a business may be entirely exempt from property taxes as non-business personal property. The Memorandum provides further guidance for determining if a system can be exempted as non-business personal property. System owners should review the Memorandum and consult their local property assessment office if they have questions.</p>
<p>
	&nbsp;</p>","Incentive Amount: Residential systems: 100% of the appraised value<br />
All other systems: 80% of the appraised value; Maximum Incentive: ; Eligible System Size: ; Equipment Requirements: ",,"March 23, 2026",08/11/2008
3861,updated,True,NC,Financial Incentive,Rebate Program,Utility,South River EMC - Residential Energy Efficiency Rebate Program,South River EMC,Air conditioners; Comprehensive Measures/Whole Building; Dual Fuel Air-Source Heat Pump; Geothermal Heat Pumps; Heat Pump Water Heater; Insulation; Pool Pumps; Solar Water Heat; Windows,Incentive : 50.0000 $; Incentive min: 200.0000 $; Incentive max: 600.0000 $; Incentive : 300.0000 $; Incentive min: 100.0000 $; Incentive max: 200.0000 $; Incentive : 75.0000 $; Incentive : 300.0000 $; Incentive : 2.0000 $/square foot; Incentive max: 200.0000 $; Incentive : 200.0000 $; Incentive : 150.0000 $,"<p>South River EMC offers a variety of rebates encouragings its members to invest in energy efficient appliances, equipment, and home upgrades. Incentives are available for a variety of energy efficient products, which must have been purchased within 90 days of the rebate application's submission.</p><p>Be sure to check the program website listed above for detailed information on how to apply for these rebates and specific program requirements and guidelines.  Contact South River EMC with any questions.</p>","Incentive Amount: Pool Pumps: $50<br />
HERO Program: $200 - $600<br />
Weatherization: $300<br />
Air source heat pump: $100 - $200/unit<br />
Central AC: $75<br />
Geothermal Heat Pump: $300<br />
Windows: $2 per sq ft up to $200<br />
Solar Water Heater: $200<br />
Heat Pump Water Heater: $150<br />; Maximum Incentive: ; Eligible System Size: ; Equipment Requirements: ; Installation Requirements: ; Ownership of Renewable Energy Credits: ",https://www.sremc.com/rebates-efficiency-tips,"October 20, 2025",12/17/2009
3139,updated,True,ND,Financial Incentive,Rebate Program,Utility,Otter Tail Power Company - Energy Efficiency Rebate Program,Otter Tail Power Company,Air conditioners; Attic Insulation; Dehumidifiers; Ducted Mini-Split Heat Pump; Ductless Mini-Split Heat Pump; Electrical Panel; General Air Sealing; Geothermal Heat Pumps; Heat pumps; LED Lighting; Level-2 Electric Vehicle Service Equipment; Lighting; Lighting Controls/Sensors; Plug-in Electric Hybrid Vehicles; Programmable Thermostats; Refrigerators/Freezers; Wall Insulation; Water Heaters; Windows,Incentive max: 150.0000 $; Incentive : 150.0000 $; Incentive min: 600.0000 $/ton; Incentive max: 840.0000 $/ton; Incentive min: 800.0000 $/ton; Incentive max: 1040.0000 $/ton; Incentive min: 300.0000 $/ton; Incentive max: 500.0000 $/ton; Incentive min: 900.0000 $/ton; Incentive max: 1640.0000 $/ton; Incentive max: 1000.0000 $; Incentive max: 800.0000 $; Incentive min: 100.0000 $; Incentive max: 400.0000 $; Incentive max: 2000.0000 $; Incentive min: 750.0000 $; Incentive max: 1500.0000 $; Incentive : 500.0000 $; Incentive : 25.0000 $/Unit; Incentive min: 0.1000 $/W; Incentive max: 0.6000 $/W; Incentive : 200.0000 $/kW; Incentive : 1.0000 $/Unit; Incentive : 250.0000 $/Unit; Incentive : 50.0000 $; Incentive : 10.0000 $; Incentive min: 35.0000 $; Incentive max: 150.0000 $,"<p>Otter Tail Power Company offers a wide range of residential rebates to help customers reduce energy costs and improve efficiency. The program provides cash incentives for energy-saving upgrades such as efficient heating and cooling systems, smart thermostats, electric vehicle chargers, insulation, and ENERGY STAR® appliances. Rebates are also available for renewable technologies like heat pumps and geothermal systems, as well as weatherization measures such as attic insulation and air sealing. By supporting the adoption of efficient equipment and technologies, Otter Tail Power aims to make energy use cleaner, smarter, and more affordable for homeowners across its service area.</p><p><br/></p><p>For more information or assistance with rebate applications, customers can contact Otter Tail Power Company’s Energy Efficiency team by phone at 800-493-3299 or by email at otperebates@otpco.com.</p>","Incentive Amount: <ul>
  <li><strong>Cooling</strong>
    <ul>
      <li>Air-conditioner — Up to $150</li>
      <li>Heat pump tune-up — $150</li>
      <li>Air conditioner tune-up — $75</li>
      <li>Cold-climate heat pump (ductless) — $600–$840 per ton</li>
      <li>Cold-climate heat pump (ducted) — $800–$1,040 per ton</li>
      <li>Standard heat pump — $300–$500 per ton</li>
      <li>Air-to-water heat pump — $800–$1,240 per ton</li>
      <li>Geothermal heat pump (residential) — $1,200–$1,640 per ton</li>
      <li>Geothermal heat pump (commercial) — $900–$1,340 per ton</li>
    </ul>
  </li>

  <li><strong>Electric Heating</strong>
    <ul>
      <li>Heaters, boilers, furnaces, cold-climate or geothermal heat pumps — $40 per kW</li>
      <li>Electric panel or cable — $40 per kW</li>
      <li>Baseboard, cove heat, garage unit heater, radiant electric heating — $20 per kW</li>
      <li>Heat storage systems (furnaces, panels, boilers) — $75 per kW</li>
      <li>Thermal storage — $40–$75 per kW</li>
    </ul>
  </li>

  <li><strong>Insulation & Air Sealing</strong>
    <ul>
      <li>Wall insulation — Up to $1,000</li>
      <li>Attic insulation — Up to $1,000</li>
      <li>Air sealing — Up to $800</li>
    </ul>
  </li>

  <li><strong>Water Heating</strong>
    <ul>
      <li>Electric water heating — $100–$400</li>
      <li>Heavy-duty commercial electric water heating — $50 per kW</li>
    </ul>
  </li>

  <li><strong>Electric Panels</strong>
    <ul>
      <li>Residential — Up to $1,000</li>
      <li>Commercial — Up to $2,000</li>
    </ul>
  </li>

  <li><strong>Electric Vehicles & Charging</strong>
    <ul>
      <li>Battery electric vehicle (BEV) — $1,500–$3,000</li>
      <li>Plug-in hybrid electric vehicle (PHEV) — $750–$1,500</li>
      <li>Level 2 EV charger — $500</li>
    </ul>
  </li>

  <li><strong>Windows & Lighting</strong>
    <ul>
      <li>ENERGY STAR® windows — $25 per unit</li>
      <li>Lighting retrofit — $0.10–$0.60 per watt</li>
      <li>Lighting controls — $200 per kW</li>
      <li>LED lighting — $1–$250 per unit</li>
    </ul>
  </li>

  <li><strong>Appliances & Recycling</strong>
    <ul>
      <li>Refrigerator/freezer recycling — $50</li>
      <li>Window air conditioner recycling — $25</li>
      <li>Dehumidifier — $10</li>
    </ul>
  </li>

  <li><strong>Smart Home & Outdoor Equipment</strong>
    <ul>
      <li>Smart thermostats — $35–$150</li>
      <li>Electric outdoor equipment — $25–$750 per unit</li>
    </ul>
  </li>
</ul>; Maximum Incentive: ; Eligible System Size: ; Equipment Requirements: ; Installation Requirements: ; Ownership of Renewable Energy Credits: ",https://www.otpco.com/ways-to-save/programs/,"October 27, 2025",11/17/2008
160,expired+updated,True,ND,Financial Incentive,Property Tax Incentive,State,Renewable Energy Property Tax Exemption,North Dakota Department of Commerce,,,"<p><span>North Dakota exempts from local property taxes any locally-assessed* solar, wind, or geothermal energy device serving a new or existing building or structure. These systems may be designed to provide heating or cooling or to produce mechanical power, or any combination of these, or to store any of these. Stand-alone systems and systems that are part of conventional systems are eligible. For solar, wind, or geothermal systems that are part of a conventional energy system, only the renewable energy portion of the total system is eligible. This exemption is applied only during the 5-year period following installation. To apply for this exemption, system owners must contact their local tax assessor or county director of tax equalization. This exemption is effective for taxable years through December 31, 2025.</span></p><p><i>* While most property tax assessments in North Dakota take place at the local level, the State Board of Equalization values investor-owned utilities (IOUs) for property tax purposes.</i><br/></p>",Incentive Amount: 100% for five years; Maximum Incentive: ; Eligible System Size: ; Equipment Requirements: ,https://www.tax.nd.gov/tax-exemptions-credits/property-tax-exemptions,"October 8, 2025",01/01/2000
4989,updated,True,ND,Financial Incentive,Sales Tax Incentive,State,Sales Tax Exemption for Hydrogen Generation Facilities,Office of State Tax Commissioner,,,"<p>&#10;&#9;In North Dakota, the sale of hydrogen used to power an internal combustion engine or a fuel cell is exempt from sales tax. In addition, any equipment used by a hydrogen generation facility for the production and storage of hydrogen is exempt from sales tax. Stationary and portable hydrogen containers or pressure vessels, piping, tubing, fittings, gaskets, controls, valves, gauges, pressure regulators, safety relief devices are included as eligible equipment. In order to receive the exemption, a request must be made in writing to the Tax Commissioner and must include a description of the equipment, the cost of the equipment, and an explanation of how the equipment enables the business to expand its operations. The Tax Commissioner will notify the taxpayer in writing if the project qualifies for an exemption. </p>",Incentive Amount: 100% exemption; Maximum Incentive: ; Equipment Requirements: ,,"January 12, 2026",09/01/2011
4988,updated,True,ND,Financial Incentive,Sales Tax Incentive,State,Sales and Use Tax Exemption for Electrical Generating Facilities,Office of State Tax Commissioner,,,"<p>&#10;&#9;Electrical generating facilities are exempt from sales and use taxes. The exemption is granted for the purchase of building materials, production equipment, environmental upgrade equipment, and other tangible personal property that is used for constructing or expanding the facility. In order to qualify, the facility must have at least one electrical generation unit with a capacity of at least 100 kilowatts (kW).  For wind facilities, the equipment must be purchased between July 2011 and January 2017. For non-wind and non-coal facilities, the facility must sell the electricity it produces or use it on site for a business-related activity. In order to receive the exemption, a request must be made in writing to the Tax Commissioner and must include a description of the equipment, the cost of the equipment and an explanation of how the equipment enables the business to expand its operations. The Tax Commissioner will notify the taxpayer in writing if the project qualifies for an exemption. </p>&#10;<p>&#10;&#9;<span></span></p>&#10;<p>&#10;&#9; </p>","Incentive Amount: 100% exemption<br />
Exemption for Wind Energy Systems only applicable to equipment purchased before January 1, 2017.; Maximum Incentive: ; Equipment Requirements: Must have at least one single electrical generation unit with a capacity of at least 100 kW",https://www.tax.nd.gov/tax-exemptions-credits/sales-tax-exemptions,"January 12, 2026",09/01/2011
4990,updated,True,ND,Financial Incentive,Sales Tax Incentive,State,Sales and Use Tax Exemption for Gas Processing Facilities,Office of State Tax Commissioner,,,"<p>&#10;&#9;In North Dakota, materials purchased for building or expanding gas processing facilities are exempt from sales and use taxes. Building materials, equipment, and other tangible personal property are eligible for the exemption. In addition, any tangible property used to build or expand a facility that compresses, processes, or gathers gas may qualify for the exemption. Equipment purchases that exceed $100,000 that are purchased in order to reduce emissions, increase efficiency, or enhance the reliability of a gas processing facility may also qualify for the exemption. In order to receive the exemption, a request must be made in writing to the Tax Commissioner and must include a description of the equipment, the cost of the equipment, and an explanation of how the equipment enables the business to expand its operations. The Tax Commissioner will notify the taxpayer in writing if the project qualifies for an exemption. </p>",Incentive Amount: 100% exemption; Maximum Incentive: ; Equipment Requirements: ,https://www.tax.nd.gov/tax-exemptions-credits/sales-tax-exemptions,"January 12, 2026",09/01/2011
60,updated,True,NH,Financial Incentive,Property Tax Incentive,State,Local Option - Property Tax Exemption for Renewable Energy and Electrical Energy Storage,Office of Energy and Planning,,,"<p>&#10;&#9;New Hampshire allows cities and towns to offer an exemption from local property taxes for the assessed value of a solar energy system, electrical energy storage system, wind energy system, or wood-fired central heating system used on the property. A solar energy system is defined as a photovoltaic (PV) system or a system that &#34;utilizes solar energy to heat or cool the interior of a building or to heat water for use in a building&#34; and that includes one or more collectors and a storage container. Stoves and fireplaces do not qualify.</p><p>&#10;&#9;Cities and towns may adopt an exemption provision separately for each energy source. Visit the website above for a current list of cities and towns that offer this exemption. Contact your local tax collector or assessor for more information, and visit the Department of Revenue Administration's website for the most recent summary of cities and towns that offer an exemption by <a href=""https://www.revenue.nh.gov/mun-prop/property/exemptions-tax-credits.htm"">clicking here</a>.</p>&#10;<p>&#10;&#9; </p>",Incentive Amount: Varies (local option); Maximum Incentive: ; Eligible System Size: ; Equipment Requirements: ,https://www.gencourt.state.nh.us/rsa/html/V/72/72-61.htm,"April 14, 2026",01/01/2000
22795,expired+updated,True,NJ,Financial Incentive,Corporate Tax Credit,State,New Jersey Manufacturing Program,New Jersey Economic Development Authority,,,"<p>New Jersey<a href=""https://www.njeda.gov/wp-content/uploads/2025/09/Manufacturing-OAL-9.25.25-Filed_.pdf""> A.B. 5687</a> created the Next New Jersey Manufacturing Program, <span>a comprehensive tax credit designed to encourage manufacturing activities including clean energy component production at qualified businesses. $100,000,000 of the tax credits made available are reserved for clean energy product manufacturers, defined as a manufacturer of components for renewable energy, such as wind, solar, geothermal, green hydrogen, fuel cells, battery storage, or nuclear energy. The tax credit is equal to the lesser of 1) the product of 0.1% of the eligible business's total capital investment multiplied by the number of new full-time jobs; 2) 25% of the eligible business' total capital investment; or 3) $150,000,000. </span></p><p>Eligible actions for the credit include manufacturing solar components, and the calculations for capital investment include installing a solar system on the property to the extent that the capital investments have not received grant financial assistance from another state funding source. </p><p>Applicants may receive 1% stackable bonuses up to 5% for Opportunity Zone Eligible Census Tract location, New Jersey Business Certifications, and having at least one Active Collective Bargaining Agreement or Labor Harmony Agreement in place.</p><p>Please see the <a href=""https://www.njeda.gov/nextnjmfg/"">program website</a> for further details and eligibility requirements.</p>","Incentive Amount: Lesser of 1) the product of 0.1% of the eligible business's total capital investment multiplied by the number of new full-time jobs; 2) 25% of the eligible business' total capital investment; or 3) $150,000,000.; Maximum Incentive: $150,000,000; Eligible System Size: N/A; Equipment Requirements: N/A; Installation Requirements: N/A; Carryover Provisions: May carryover for the next 10 successive tax periods",https://www.njeda.gov/nextnjmfg/,"March 31, 2026",10/29/2025
22423,expired+updated,True,NM,Financial Incentive,Corporate Tax Credit,State,2021 Sustainable Building Tax Credit (Corporate),New Mexico Taxation & Revenue Department,,,"<p>H.B. 15, enacted in April 2021, established a new version of the personal tax credit and corporate tax credit for sustainable buildings in New Mexico. The tax credits apply to both commercial and residential buildings. <br/></p><p><b>Commercial Buildings</b><br/></p><p>Commercial buildings which have been registered and certified by the U.S. Green Building Council at LEED Gold or higher for new construction (NC), existing buildings (EB), core and shell (CS), or commercial interiors (CI), <i>and</i> are broadband- and electric vehicle-ready are eligible for a tax credit. The amount of the credit varies according to the square footage of the building, the level of certification achieved, and if it's affordable/low-income housing. Additional tax credit can be received if a commercial building is fully electric or certified zero-carbon, energy, waste, or water. Exact credit rates can be found through the program website.<br/></p>Renovated commercial buildings can receive a flat credit rate of $2.25/sq.ft if the building: 1) was renovated at least 10 years after construction, 2) is over 20,000 square feet, <i>and </i>3) is broadband- and electric vehicle-ready; the maximum receivable credit is $150,000 per renovation. In existing commercial buildings that are less than 20,000 square feet and are broadband-ready, tax credit can also be received for the installation of energy-saving technologies.<p><b>Residential Buildings</b></p><p>Residential buildings certified as sustainable homes can also qualify for a tax credit. Eligible residential buildings include single-family homes and multi-family homes which are certified as either Build Green Gold or higher, LEED-H Gold or higher, or are Energy Star-certified manufactured homes; residential buildings must also be broadband- and electric vehicle-ready. The amount of the credit varies according to the square footage of the building, the level of certification achieved, and if it's affordable/low-income housing. Additional tax credit can be received if a residential building is fully electric or certified zero-carbon, energy, waste, or water. In existing residential buildings, tax credit can also be received for the installation of energy-saving technologies. Exact credit rates can be found through the program website.<br/></p><p><b>Applying for the Tax Credit</b></p>To receive the tax credit, the building owner must obtain a certificate of eligibility from the Energy, Minerals and Natural Resources Department after the building project has been completed (the project being either construction, renovation, or technology installation). The Department will only grant certificates in any given calendar year until the equivalent of $1,000,000 worth of certificates for newly constructed commercial buildings; $2,000,000 worth of certificates for newly constructed residential buildings that are not manufactured housing; $250,000 worth of certificates for newly constructed residential buildings that are manufactured housing; $1,000,000 worth of certificates for renovated commercial buildings; and$2,900,000 worth of certificates for energy-saving technology installation in both commercial and residential buildings combined have been awarded in that calendar year. If the aggregate limit for any type of sustainable building is not met, the leftover limit can be moved over to another type that has already reached its limit within that year; leftovers cannot be carried forward to another year.<br/><p><b>Payout Schedule and Carry Forward</b></p><p>The taxpayer must then present their certificate of eligibility to the Taxation and Revenue Department to receive a document granting the Sustainable Building Tax Credit. If the total amount of a Sustainable Building Tax Credit is less than $100,000, a maximum of $25,000 can be applied to the taxpayer's income tax in that year and the next 3 years as needed depending on the amount of the credit. If the credit is more than $100,000, the taxpayer can claim the credit in increments of 25% in each of the 4 taxable years, including the year in which the credit is approved. If a taxpayer's tax liability is less than the amount of credit due, the excess credit may be carried forward for up to 7 years.<br/></p><p><b>Transferability</b></p><p>The tax credit is transferable for nonprofits. Although nonprofits are not taxed by the state, they can apply for the certificate of eligibility and sell the credit to an entity that does pay taxes. Additionally, people and entities who do not owe enough taxes to take full advantage of the tax credit also have the option of selling the tax credit.<br/></p><p><b>Other Tax Credits</b></p><p>A solar thermal system or a photovoltaic system may not be used as a component of qualification for this tax credit if a tax credit has already been claimed for it under the <a href=""https://programs.dsireusa.org/system/program/detail/22472/new-solar-market-development-tax-credit"">Solar Market Development Tax Credit</a>. <br/></p>","Incentive Amount: Varies based on the square footage of the building, the certification level, and additional technological upgrades.; Maximum Incentive: ; Eligible System Size: Up to 200,000 square feet for LEED Certified commercial buildings. At least 20,000 square feet for commercial buildings' additional renovation credit. Up to 20,000 square feet for commercial buildings' energy-saving technology credit. Up to 2,000 square feet for all residential buildings. No size requirement for residential buildings' energy-saving technology credit.; Equipment Requirements: ; Installation Requirements: ; Carryover Provisions: Excess credits may be carried forward for up to 7 years",https://www.emnrd.nm.gov/ecmd/tax-incentives/sustainable-building-tax-credit-sbtc/,"March 20, 2026",12/08/2021
22424,expired+updated,True,NM,Financial Incentive,Personal Tax Credit,State,2021 Sustainable Building Tax Credit (Personal),New Mexico Taxation & Revenue Department,Comprehensive Measures/Whole Building,Incentive max: 150000.0000 $,"<div>H.B. 15, enacted in April 2021, established a new version of the personal tax credit and corporate tax credit for sustainable buildings in New Mexico. The tax credits apply to both commercial and residential buildings.</div><p><b>Commercial Buildings</b></p><p>Commercial buildings which have been registered and certified by the U.S. Green Building Council at LEED Gold or higher for new construction (NC), existing buildings (EB), core and shell (CS), or commercial interiors (CI), <i>and</i> are broadband- and electric vehicle-ready are eligible for a tax credit. The amount of the credit varies according to the square footage of the building, the level of certification achieved, and if it's affordable/low-income housing. Additional tax credit can be received if a commercial building is fully electric or certified zero-carbon, energy, waste, or water. Exact credit rates can be found through the program website.<br/></p><p>Renovated commercial buildings can receive a flat credit rate of $2.25/sq.ft if the building: 1) was renovated at least 10 years after construction, 2) is over 20,000 square feet, <i>and </i>3) is broadband- and electric vehicle-ready; the maximum receivable credit is $150,000 per renovation. In existing commercial buildings that are less than 20,000 square feet and are broadband-ready, tax credit can also be received for the installation of energy-saving technologies.</p><p><b>Residential Buildings</b></p><p>Residential buildings certified as sustainable homes can also qualify for a tax credit. Eligible residential buildings include single-family homes and multi-family homes which are certified as either Build Green Gold or higher, LEED-H Gold or higher, or are Energy Star-certified manufactured homes; residential buildings must also be broadband- and electric vehicle-ready. The amount of the credit varies according to the square footage of the building, the level of certification achieved, and if it's affordable/low-income housing. Additional tax credit can be received if a residential building is fully electric or certified zero-carbon, energy, waste, or water.  In existing residential buildings, tax credit can also be received for the installation of energy-saving technologies. Exact credit rates can be found through the program website.</p><p><b>Applying for the Tax Credit</b></p><p>To receive the tax credit, the building owner must obtain a certificate of eligibility from the Energy, Minerals and Natural Resources Department after the building project has been completed (the project being either construction, renovation, or technology installation). The Department will only grant certificates in any given calendar year until the equivalent of $1,000,000 worth of certificates for newly constructed commercial buildings; $2,000,000 worth of certificates for newly constructed residential buildings that are not manufactured housing; $250,000 worth of certificates for newly constructed residential buildings that are manufactured housing; $1,000,000 worth of certificates for renovated commercial buildings; and $2,900,000 worth of certificates for energy-saving technology installation in both commercial and residential buildings combined have been awarded in that calendar year. If the aggregate limit for any type of sustainable building is not met, the leftover limit can be moved over to another type that has already reached its limit within that year; leftovers cannot be carried forward to another year.</p><p><b>Payout Schedule and Carry Forward</b></p><p>The taxpayer must then present their certificate of eligibility to the Taxation and Revenue Department to receive a document granting the Sustainable Building Tax Credit. If the total amount of a Sustainable Building Tax Credit is less than $100,000, a maximum of $25,000 can be applied to the taxpayer's income tax in that year and the next 3 years as needed depending on the amount of the credit. If the credit is more than $100,000, the taxpayer can claim the credit in increments of 25% in each of the 4 taxable years, including the year in which the credit is approved. If a taxpayer's tax liability is less than the amount of credit due, the excess credit may be carried forward for up to 7 years.</p><p><b>Transferability</b></p><p>The tax credit is transferable for nonprofits. Although nonprofits are not taxed by the state, they can apply for the certificate of eligibility and sell the credit to an entity that does pay taxes. Additionally, people and entities who do not owe enough taxes to take full advantage of the tax credit also have the option of selling the tax credit.</p><p><b>Other Tax Credits</b></p><p>A solar thermal system or a photovoltaic system may not be used as a component of qualification for this tax credit if a tax credit has already been claimed for it under the <a href=""https://programs.dsireusa.org/system/program/detail/22472/new-solar-market-development-tax-credit"">Solar Market Development Tax Credit</a>. <br/></p>","Incentive Amount: Varies based on the square footage of the building, the certification level, and additional technological upgrades.; Maximum Incentive: ; Eligible System Size: Up to 200,000 square feet for LEED Certified commercial buildings. At least 20,000 square feet for commercial buildings' additional renovation credit. Up to 20,000 square feet for commercial buildings' energy-saving technology credit. Up to 2,000 square feet for all residential buildings. No size requirement for residential buildings' energy-saving technology credit.; Equipment Requirements: ; Installation Requirements: ; Carryover Provisions: Excess credits may be carried forward for up to 7 years",https://www.emnrd.nm.gov/ecmd/tax-incentives/sustainable-building-tax-credit-sbtc/,"March 20, 2026",12/08/2021
4495,expired+updated,True,NM,Financial Incentive,Corporate Tax Credit,State,Agricultural Biomass Income Tax Credit (Corporate),Taxation and Revenue Department,,,"<p>&#10;&#9;<a class=""summarylink"" href=""http://www.nmlegis.gov/Sessions/10%20Regular/final/HB0171.pdf"" target=""_blank"" title=""House Bill 171"">H.B. 171</a> of 2010 created a tax credit for agricultural biomass from a dairy or feedlot transported to a facility that uses agricultural biomass to generate electricity or make biocrude or other liquid or gaseous fuel for commercial use. For the purposes of this tax credit, agricultural biomass means wet manure. The Energy, Minerals and Natural Resources Department may adopt additional specifications for agricultural biomass through a rule making process.</p><p>&#10;&#9;The credit is effective for biomass originating between January 1, 2011, and January 1, 2030. The credit is worth $5 per wet ton. Eligible projects must apply to the Taxation and Revenue Department for the credit. The Taxation and Revenue Department is authorized to distribute $5,000,000 in credits annually and will award a qualification document to eligible projects on a first-come, first-served basis. <br/></p>",Incentive Amount: $5 per wet ton; Maximum Incentive: Statewide annual limit of $5 million in total credits; Eligible System Size: ; Equipment Requirements: The biomass must originate from a dairy or feedlot and be transported to a facility that uses agricultural biomass to generate electricity or make biocrude or other liquid or gaseous fuel for commercial use.; Installation Requirements: ; Carryover Provisions: Unused credit may be carried forward for up to 4 years.,https://www.emnrd.nm.gov/ecmd/tax-incentives/agricultural-biomass-income-tax-credit/#gsc.tab=0,"March 21, 2026",12/14/2010
4496,expired+updated,True,NM,Financial Incentive,Personal Tax Credit,State,Agricultural Biomass Income Tax Credit (Personal),,,,"<p>&#10;&#9;<a class=""summarylink"" href=""http://www.nmlegis.gov/Sessions/10%20Regular/final/HB0171.pdf"" target=""_blank"" title=""House Bill 171"">H.B. 171</a> of 2010 created a tax credit for agricultural biomass from a dairy or feedlot transported to a facility that uses agricultural biomass to generate electricity or make biocrude or other liquid or gaseous fuel for commercial use. For the purposes of this tax credit, agricultural biomass means wet manure. The Energy, Minerals and Natural Resources Department may adopt additional specifications for agricultural biomass through a rule making process.</p><p>&#10;&#9;The credit is effective for biomass originating between January 1, 2011, and January 1, 2030. The credit is worth $5 per wet ton. Eligible projects must apply to the Taxation and Revenue Department for the credit. The Taxation and Revenue Department is authorized to distribute $5,000,000 in credits annually and will award a qualification document to eligible projects on a first-come, first-served basis.<br/></p>","Incentive Amount: $5 per wet ton; Maximum Incentive: Statewide annual limit of $5,000,000 in total credits; Eligible System Size: ; Equipment Requirements: The biomass must originate from a dairy or feedlot and be transported to a facility that uses agricultural biomass to generate electricity or make biocrude or other liquid or gaseous fuel for commercial use.; Installation Requirements: ; Carryover Provisions: ",https://www.emnrd.nm.gov/ecmd/tax-incentives/agricultural-biomass-income-tax-credit/#gsc.tab=0,"March 21, 2026",12/14/2010
359,updated,True,NM,Financial Incentive,Sales Tax Incentive,State,Biomass Equipment & Materials Compensating Tax Deduction,New Mexico Taxation & Revenue Department,,,"<p><span>In 2005, New Mexico adopted a policy to allow businesses to deduct the value of biomass equipment and biomass materials used for the processing of biopower, biofuels, or biobased products in determining the amount of Compensating Tax due.</span></p><p><span>New Mexico's Compensating Tax is an excise, or &#34;use&#34; tax, which is typically levied on the purchaser of the product or service for using tangible property in the state. The tax applies to imports of factory and office equipment, and other items. The rate is 5.125% on certain property used in New Mexico and 5% on certain services used in New Mexico. Compensating Tax is designed to protect New Mexico businesses from unfair competition from out-of-state business not subject to a sales or gross receipts tax. This biomass Compensating Tax deduction is analogous to a sales tax exemption for renewable energy equipment available in some other states.</span></p><p><span>Deductions from compensating tax do not have to be reported to the New Mexico Taxation and Revenue Department but records substantiating the deduction should be kept in the taxpayer's records.</span></p>",Incentive Amount: 100% of value may be deducted for purposes of calculating Compensating Tax due; Maximum Incentive: ; Equipment Requirements: ,,"December 24, 2025",04/29/2005
